"","name","accept_rate","Outstate","Enroll","Grad.Rate","Private","isElite"
"526","Simpson College",0.858267716535433,11250,300,70,"Yes","Not Elite"
"527","Sioux Falls College",0.91533180778032,8990,211,48,"Yes","Not Elite"
"528","Skidmore College",0.635453063126019,18710,591,81,"Yes","Not Elite"
"529","Smith College",0.546324786324786,18820,632,90,"Yes","Elite"
"530","South Dakota State University",0.922337014606341,3811,1701,67,"No","Not Elite"
"531","Southeast Missouri State University",0.819815870232354,4680,1408,45,"No","Not Elite"
"532","Southeastern Oklahoma State Univ.",0.855745721271394,3738,447,53,"No","Not Elite"
"533","Southern California College",0.883116883116883,9520,193,43,"Yes","Not Elite"
"534","Southern Illinois University at Edwardsville",0.864173228346457,5472,994,43,"No","Not Elite"
"535","Southern Methodist University",0.803301557777261,12772,1166,72,"Yes","Not Elite"
"536","Southwest Baptist University",1,7070,642,71,"Yes","Not Elite"
"537","Southwest Missouri State University",0.858777378228179,4740,3204,56,"No","Not Elite"
"538","Southwest State University",0.895893027698185,4285,511,51,"No","Not Elite"
"539","Southwestern Adventist College",0.990654205607477,7536,172,36,"Yes","Not Elite"
"540","Southwestern College",0.727699530516432,7200,75,52,"Yes","Not Elite"
"541","Southwestern University",0.733118971061093,11850,352,67,"Yes","Not Elite"
"542","Spalding University",0.710247349823322,8400,97,89,"Yes","Not Elite"
"543","Spelman College",0.333153784002155,7000,443,65,"Yes","Not Elite"
"544","Spring Arbor College",0.973118279569892,8600,181,49,"Yes","Not Elite"
"545","St. Bonaventure University",0.881799865681666,10456,375,78,"Yes","Not Elite"
"546","St. John's College",0.860681114551084,16150,122,64,"Yes","Not Elite"
"547","St. John Fisher College",0.777777777777778,10570,354,66,"Yes","Not Elite"
"548","St. Lawrence University",0.661096985107156,18720,505,85,"Yes","Not Elite"
"549","St. Martin's College",0.863874345549738,11550,63,40,"Yes","Not Elite"
"550","St. Mary's College of California",0.609534619750284,13332,465,78,"Yes","Not Elite"
"551","St. Mary's College of Maryland",0.51865671641791,6800,285,63,"No","Not Elite"
"552","St. Mary's University of San Antonio",0.82059533386967,8678,414,72,"Yes","Not Elite"
"553","St. Norbert College",0.931784107946027,12140,568,88,"Yes","Not Elite"
"554","St. Paul's College",0.89247311827957,5000,243,45,"Yes","Not Elite"
"555","St. Thomas Aquinas College",0.707317073170732,8650,215,67,"Yes","Not Elite"
"556","Stephens College",0.9,13900,194,59,"Yes","Not Elite"
"557","Stetson University",0.788053949903661,12315,489,73,"Yes","Not Elite"
"558","Stevens Institute of Technology",0.706447963800905,16900,380,79,"Yes","Elite"
"559","Stockton College of New Jersey",0.392883801940781,3040,710,64,"No","Not Elite"
"560","Stonehill College",0.630828304991772,12170,585,97,"Yes","Not Elite"
"561","SUNY at Albany",0.679923122412774,6550,1843,74,"No","Not Elite"
"562","SUNY at Binghamton",0.426329253958377,6550,1757,80,"No","Elite"
"563","SUNY at Buffalo",0.641598510539265,6550,3087,56,"No","Not Elite"
"564","SUNY at Stony Brook",0.556985294117647,6550,1724,57,"No","Not Elite"
"565","SUNY College  at Brockport",0.488620784206197,6550,904,49,"No","Not Elite"
"566","SUNY College  at Oswego",0.5695,6550,1464,63,"No","Not Elite"
"567","SUNY College at Buffalo",0.660962767957879,6550,1025,42,"No","Not Elite"
"568","SUNY College at Cortland",0.446120689655172,6550,1036,53,"No","Not Elite"
"569","SUNY College at Fredonia",0.5737133483699,6550,814,66,"No","Not Elite"
"570","SUNY College at Geneseo",0.530588508955571,6550,1143,76,"No","Elite"
"571","SUNY College at New Paltz",0.429694011191809,6550,656,53,"No","Not Elite"
"572","SUNY College at Plattsburgh",0.645701928275365,6550,853,65,"No","Not Elite"
"573","SUNY College at Potsdam",0.726666666666667,6840,650,59,"No","Not Elite"
"574","SUNY College at Purchase",0.596507786691836,6550,390,46,"No","Not Elite"
"575","Susquehanna University",0.721374045801527,16130,465,90,"Yes","Not Elite"
"576","Sweet Briar College",0.87012987012987,14500,146,61,"Yes","Not Elite"
"577","Syracuse University",0.692946454137635,15150,2442,67,"Yes","Not Elite"
"578","Tabor College",0.712062256809339,7850,109,53,"Yes","Not Elite"
"579","Talladega College",0.339827820570911,5666,335,46,"Yes","Not Elite"
"580","Taylor University",0.617297908422838,10965,437,98,"Yes","Not Elite"
"581","Tennessee Wesleyan College",0.78448275862069,7070,99,36,"Yes","Not Elite"
"582","Texas A&M Univ. at College Station",0.726751416332735,5130,6392,69,"No","Not Elite"
"583","Texas A&M University at Galveston",0.909262759924386,4860,243,43,"No","Not Elite"
"584","Texas Christian University",0.751892551892552,8490,1195,64,"Yes","Not Elite"
"585","Texas Lutheran College",0.851106639839034,7850,215,50,"Yes","Not Elite"
"586","Texas Southern University",0.746835443037975,7860,2604,10,"No","Not Elite"
"587","Texas Wesleyan University",0.846283783783784,6400,279,43,"Yes","Not Elite"
"588","The Citadel",0.828,7070,611,84,"No","Not Elite"
"589","Thiel College",0.824090121317158,11172,253,60,"Yes","Not Elite"
"590","Tiffin University",0.868639053254438,7600,254,39,"Yes","Not Elite"
"591","Transylvania University",0.960474308300395,10900,244,70,"Yes","Elite"
"592","Trenton State College",0.458548195160651,5391,944,81,"No","Elite"
"593","Tri-State University",0.873217115689382,9456,276,65,"Yes","Not Elite"
"594","Trinity College CT",0.587965990843689,18810,478,91,"Yes","Not Elite"
"595","Trinity College DC",0.765182186234818,11412,100,96,"Yes","Not Elite"
"596","Trinity College VT",0.833333333333333,11010,91,78,"Yes","Not Elite"
"597","Trinity University",0.749690721649485,12240,601,93,"Yes","Elite"
"598","Tulane University",0.728707521683492,19040,1223,74,"Yes","Not Elite"
"599","Tusculum College",0.594249201277955,7700,145,52,"Yes","Not Elite"
"600","Tuskegee University",0.80591089545655,6735,611,65,"Yes","Not Elite"
"601","Union College KY",0.793388429752066,7800,177,64,"Yes","Not Elite"
"602","Union College NY",0.489842632331903,18732,528,88,"Yes","Not Elite"
"603","Univ. of Wisconsin at OshKosh",0.604166666666667,6874,1515,56,"No","Not Elite"
"604","University of Alabama at Birmingham",0.701168614357262,4440,938,33,"No","Not Elite"
"605","University of Arkansas at Fayetteville",0.960741885625966,5028,2133,39,"No","Not Elite"
"606","University of California at Berkeley",0.415236753383988,11648,3215,78,"No","Elite"
"607","University of California at Irvine",0.686393171104599,12024,2478,66,"No","Elite"
"608","University of Central Florida",0.423561408531348,6618,1918,46,"No","Not Elite"
"609","University of Charleston",0.784457478005865,9500,204,57,"Yes","Not Elite"
"610","University of Chicago",0.472432262129805,18930,922,90,"Yes","Elite"
"611","University of Cincinnati",0.810065645514223,8907,2408,54,"No","Not Elite"
"612","University of Connecticut at Storrs",0.738263995891115,11656,2064,71,"No","Not Elite"
"613","University of Dallas",0.863436123348018,10760,246,63,"Yes","Not Elite"
"614","University of Dayton",0.832101870775035,11380,1507,93,"Yes","Not Elite"
"615","University of Delaware",0.727952374359684,10220,3252,75,"Yes","Not Elite"
"616","University of Denver",0.672831203765972,15192,580,67,"Yes","Not Elite"
"617","University of Detroit Mercy",0.78856526429342,11130,415,51,"Yes","Not Elite"
"618","University of Dubuque",0.96875,10430,137,45,"Yes","Not Elite"
"619","University of Evansville",0.775763358778626,11800,694,77,"Yes","Not Elite"
"620","University of Florida",0.710004017677782,7090,3623,66,"No","Elite"
"621","University of Georgia",0.701515151515152,5697,3320,63,"No","Not Elite"
"622","University of Hartford",0.795119071049006,14220,1194,66,"Yes","Not Elite"
"623","University of Hawaii at Manoa",0.727094972067039,4460,1627,54,"No","Not Elite"
"624","University of Illinois - Urbana",0.779971885668385,7560,5705,81,"No","Elite"
"625","University of Illinois at Chicago",0.683086832061069,7230,2710,34,"No","Not Elite"
"626","University of Indianapolis",0.858103564223268,11120,388,69,"Yes","Not Elite"
"627","University of Kansas",0.64821074717333,6994,3681,57,"No","Not Elite"
"628","University of La Verne",0.606762680025047,13540,226,47,"Yes","Not Elite"
"629","University of Louisville",0.639941385806992,6540,1823,31,"No","Not Elite"
"630","University of Maine at Farmington",0.664735099337748,6810,438,59,"No","Not Elite"
"631","University of Maine at Machias",0.836734693877551,6600,172,64,"No","Not Elite"
"632","University of Maine at Presque Isle",0.82646420824295,6600,235,35,"No","Not Elite"
"633","University of Maryland at Baltimore County",0.607636448817053,8594,985,55,"No","Not Elite"
"634","University of Maryland at College Park",0.7217324377274,8723,3409,63,"No","Not Elite"
"635","University of Massachusetts at Amherst",0.859814378722815,8566,3816,68,"No","Not Elite"
"636","University of Massachusetts at Dartmouth",0.775918733193905,6919,1006,56,"No","Not Elite"
"637","University of Miami",0.756248244875035,16500,1643,59,"Yes","Not Elite"
"638","University of Michigan at Ann Arbor",0.675647451963241,15732,4893,87,"No","Elite"
"639","University of Minnesota at Duluth",0.745706106870229,8828,1656,53,"No","Not Elite"
"640","University of Minnesota at Morris",0.599451303155007,9843,588,51,"No","Elite"
"641","University of Minnesota Twin Cities",0.5787045413425,8949,3524,45,"No","Not Elite"
"642","University of Mississippi",0.880072840790843,4916,1669,53,"No","Not Elite"
"643","University of Missouri at Columbia",0.70535442652875,9057,2940,58,"No","Not Elite"
"644","University of Missouri at Rolla",0.972828982418753,9057,823,49,"No","Not Elite"
"645","University of Missouri at Saint Louis",0.705191594561187,7246,479,48,"No","Not Elite"
"646","University of Mobile",0.732300884955752,6150,269,52,"Yes","Not Elite"
"647","University of Montevallo",0.660251665433013,4440,570,51,"No","Not Elite"
"648","University of Nebraska at Lincoln",0.95634857415963,5595,3526,53,"No","Not Elite"
"649","University of New England",0.620347394540943,11450,265,64,"Yes","Not Elite"
"650","University of New Hampshire",0.783589743589744,11180,2529,75,"No","Not Elite"
"651","University of North Carolina at Asheville",0.557199772339215,5972,394,37,"No","Not Elite"
"652","University of North Carolina at Chapel Hill",0.410043847629488,8400,3331,83,"No","Elite"
"653","University of North Carolina at Charlotte",0.765293813544718,7248,1730,62,"No","Not Elite"
"654","University of North Carolina at Greensboro",0.79637834713928,8677,1500,53,"No","Not Elite"
"655","University of North Carolina at Wilmington",0.635150716521166,7558,1449,55,"No","Not Elite"
"656","University of North Dakota",0.809866762693554,5634,1652,49,"No","Not Elite"
"657","University of North Florida",0.696111111111111,6634,560,47,"No","Not Elite"
"658","University of North Texas",0.619511090991399,4104,2049,35,"No","Not Elite"
"659","University of Northern Colorado",0.724593128390597,7731,1697,40,"No","Not Elite"
"660","University of Northern Iowa",0.815395752895753,6197,1853,77,"No","Not Elite"
"661","University of Notre Dame",0.480519480519481,16850,1906,97,"Yes","Elite"
"662","University of Oklahoma",0.837022981235505,5173,2233,44,"No","Not Elite"
"663","University of Oregon",0.779979144942649,10602,2546,54,"No","Not Elite"
"664","University of Pennsylvania",0.422139745037922,17020,2464,93,"Yes","Elite"
"665","University of Pittsburgh-Main Campus",0.74341952014908,10786,2503,66,"No","Not Elite"
"666","University of Portland",0.844709897610922,12040,419,72,"Yes","Not Elite"
"667","University of Puget Sound",0.698813056379822,16230,688,63,"Yes","Elite"
"668","University of Rhode Island",0.803795499325936,10330,1968,63,"No","Not Elite"
"669","University of Richmond",0.461303462321792,14500,756,100,"Yes","Not Elite"
"670","University of Rochester",0.627195984485512,17840,1243,80,"Yes","Elite"
"671","University of San Diego",0.695221148957804,13600,886,66,"Yes","Not Elite"
"672","University of San Francisco",0.746313963573287,13226,538,62,"Yes","Not Elite"
"673","University of Sci. and Arts of Oklahoma",0.982456140350877,3687,208,43,"No","Not Elite"
"674","University of Scranton",0.658018340416014,11584,910,92,"Yes","Not Elite"
"675","University of South Carolina at Aiken",0.660377358490566,5800,377,48,"No","Not Elite"
"676","University of South Carolina at Columbia",0.755881970622644,8074,2328,63,"No","Not Elite"
"677","University of South Florida",0.616154961127948,6760,1876,47,"No","Not Elite"
"678","University of Southern California",0.694905552375501,17230,2477,68,"Yes","Not Elite"
"679","University of Southern Colorado",0.884368308351178,7100,605,36,"No","Not Elite"
"680","University of Southern Indiana",0.896595208070618,4973,1292,38,"No","Not Elite"
"681","University of Southern Mississippi",0.71719298245614,4652,1046,45,"No","Not Elite"
"682","University of St. Thomas MN",0.878463782207098,11712,828,89,"Yes","Not Elite"
"683","University of St. Thomas TX",0.748663101604278,8550,185,62,"Yes","Not Elite"
"684","University of Tennessee at Knoxville",0.718854543021544,5764,3013,53,"No","Not Elite"
"685","University of Texas at Arlington",0.779945138677233,4422,1448,29,"No","Not Elite"
"686","University of Texas at Austin",0.648861171366594,5130,5329,65,"No","Not Elite"
"687","University of Texas at San Antonio",0.73511975337918,4104,1686,50,"No","Not Elite"
"688","University of the Arts",0.722792607802875,12520,290,57,"Yes","Not Elite"
"689","University of the Pacific",0.812118747458316,16320,582,65,"Yes","Not Elite"
"690","University of the South",0.668512110726644,15350,326,82,"Yes","Not Elite"
"691","University of Tulsa",0.90946261682243,11750,696,47,"Yes","Not Elite"
"692","University of Utah",0.881452404317959,6857,2400,37,"No","Not Elite"
"693","University of Vermont",0.784027143416417,15516,1735,79,"No","Not Elite"
"694","University of Virginia",0.339705975140387,12212,2678,95,"No","Elite"
"695","University of Washington",0.551023609694878,8199,3343,65,"No","Not Elite"
"696","University of West Florida",0.804878048780488,6172,472,53,"No","Not Elite"
"697","University of Wisconsin-Stout",0.758195140763594,6704,1030,65,"No","Not Elite"
"698","University of Wisconsin-Superior",1,7032,342,36,"No","Not Elite"
"699","University of Wisconsin-Whitewater",0.845227272727273,6950,1472,67,"No","Not Elite"
"700","University of Wisconsin at Green Bay",0.804898298048983,6900,759,46,"No","Not Elite"
"701","University of Wisconsin at Madison",0.733642037447151,9096,4631,72,"No","Not Elite"
"702","University of Wisconsin at Milwaukee",0.721205186880244,8786,1930,38,"No","Not Elite"
"703","University of Wyoming",0.747166091670774,5988,1073,45,"No","Not Elite"
"704","Upper Iowa University",0.681749622926094,8840,192,78,"Yes","Not Elite"
"705","Ursinus College",0.733380986418871,14900,308,79,"Yes","Not Elite"
"706","Ursuline College",0.8,9600,86,68,"Yes","Not Elite"
"707","Valley City State University",0.934782608695652,4286,212,40,"No","Not Elite"
"708","Valparaiso University",0.832289156626506,11800,520,95,"Yes","Not Elite"
"709","Vanderbilt University",0.601976639712489,17865,1499,83,"Yes","Elite"
"710","Vassar College",0.528732394366197,18920,653,90,"Yes","Elite"
"711","Villanova University",0.720195901533703,15925,1477,96,"Yes","Not Elite"
"712","Virginia Commonwealth University",0.704614144670562,10217,1567,45,"No","Not Elite"
"713","Virginia State University",0.814419225634179,5587,704,31,"No","Not Elite"
"714","Virginia Tech",0.745863034623218,10260,4277,73,"No","Not Elite"
"715","Virginia Union University",0.871683811586356,7384,453,30,"Yes","Not Elite"
"716","Virginia Wesleyan College",0.612244897959184,10900,287,68,"Yes","Not Elite"
"717","Viterbo College",0.800618238021638,9140,271,73,"Yes","Not Elite"
"718","Voorhees College",0.686689419795222,4450,188,58,"Yes","Not Elite"
"719","Wabash College",0.77875,12925,256,72,"Yes","Not Elite"
"720","Wagner College",0.71680790960452,13500,417,75,"Yes","Not Elite"
"721","Wake Forest University",0.42254018724607,13850,903,89,"Yes","Elite"
"722","Walsh University",0.815018315018315,8670,477,68,"Yes","Not Elite"
"723","Warren Wilson College",0.706818181818182,10000,112,63,"Yes","Not Elite"
"724","Wartburg College",0.872461413484972,11600,345,67,"Yes","Not Elite"
"725","Washington and Jefferson College",0.842911877394636,16260,334,86,"Yes","Not Elite"
"726","Washington and Lee University",0.330618401206636,13750,425,90,"Yes","Elite"
"727","Washington College",0.779156327543424,15276,214,65,"Yes","Not Elite"
"728","Washington State University",0.892813455657492,8200,2440,56,"No","Not Elite"
"729","Washington University",0.687091716749412,18350,1254,90,"Yes","Elite"
"730","Wayne State College",1,2700,724,52,"No","Not Elite"
"731","Waynesburg College",0.821848739495798,8840,324,63,"Yes","Not Elite"
"732","Webber College",0.510714285714286,5590,79,90,"Yes","Not Elite"
"733","Webster University",0.694736842105263,9160,226,48,"Yes","Not Elite"
"734","Wellesley College",0.431433506044905,18345,579,91,"Yes","Elite"
"735","Wells College",0.754716981132076,14900,130,69,"Yes","Not Elite"
"736","Wentworth Institute of Technology",0.849324324324324,9850,452,64,"Yes","Not Elite"
"737","Wesley College",0.823469387755102,9890,350,84,"Yes","Not Elite"
"738","Wesleyan University",0.413453478625314,19130,712,92,"Yes","Elite"
"739","West Chester University of Penn.",0.544294063365118,7844,1372,52,"No","Not Elite"
"740","West Liberty State College",0.912371134020619,4470,478,60,"No","Not Elite"
"741","West Virginia Wesleyan College",0.893997445721584,14200,483,67,"Yes","Not Elite"
"742","Western Carolina University",0.781327543424318,6390,1057,55,"No","Not Elite"
"743","Western Maryland College",0.816597510373444,14510,278,60,"Yes","Not Elite"
"744","Western Michigan University",0.784444202029017,6940,2738,55,"No","Not Elite"
"745","Western New England College",0.891515151515151,8994,409,59,"Yes","Not Elite"
"746","Western State College of Colorado",0.600666173205033,5918,604,52,"No","Not Elite"
"747","Western Washington University",0.642213410237924,8124,1549,61,"No","Not Elite"
"748","Westfield State College",0.693548387096774,5542,825,65,"No","Not Elite"
"749","Westminster College MO",0.835347432024169,10720,184,62,"Yes","Not Elite"
"750","Westminster College",0.869477911646586,12065,377,80,"Yes","Not Elite"
"751","Westminster College of Salt Lake City",0.785169029443839,8820,213,50,"Yes","Not Elite"
"752","Westmont College",0.750526315789474,14320,351,87,"No","Not Elite"
"753","Wheaton College IL",0.642458100558659,11480,548,85,"Yes","Elite"
"754","Westminster College PA",0.789988492520138,18460,417,71,"Yes","Not Elite"
"755","Wheeling Jesuit College",0.83610188261351,10500,213,72,"Yes","Not Elite"
"756","Whitman College",0.536270822138635,16670,359,72,"Yes","Not Elite"
"757","Whittier College",0.635930993456276,16249,344,52,"Yes","Not Elite"
"758","Whitworth College",0.826048171275647,12660,372,80,"Yes","Not Elite"
"759","Widener University",0.697522206638616,12350,502,63,"Yes","Not Elite"
"760","Wilkes University",0.877375843041079,11150,434,67,"Yes","Not Elite"
"761","Willamette University",0.800361881785283,14800,395,68,"Yes","Not Elite"
"762","William Jewell College",0.825037707390649,10060,315,59,"Yes","Not Elite"
"763","William Woods University",0.927505330490405,10535,227,52,"Yes","Not Elite"
"764","Williams College",0.297419971333015,19629,526,99,"Yes","Elite"
"765","Wilson College",0.778443113772455,11428,46,67,"Yes","Not Elite"
"766","Wingate College",0.820823244552058,7820,383,91,"Yes","Not Elite"
"767","Winona State University",0.615639097744361,4200,1301,58,"No","Not Elite"
"768","Winthrop University",0.77801724137931,6400,769,59,"No","Not Elite"
"769","Wisconsin Lutheran College",0.842105263157895,9100,75,50,"Yes","Not Elite"
"770","Wittenberg University",0.878726629610915,15948,575,78,"Yes","Not Elite"
"771","Wofford College",0.622918054630247,12680,273,75,"Yes","Elite"
"772","Worcester Polytechnic Institute",0.835982658959538,15884,682,82,"Yes","Not Elite"
"773","Worcester State College",0.689576695493855,6797,543,40,"No","Not Elite"
"774","Xavier University",0.921388463501787,11520,695,83,"Yes","Not Elite"
"775","Xavier University of Louisiana",0.913209346685741,6900,695,49,"Yes","Not Elite"
"776","Yale University",0.229145259224661,19840,1317,99,"Yes","Elite"
"777","York College of Pennsylvania",0.620608899297424,4990,691,99,"Yes","Not Elite"
